Tombo,Registro,Autor,Título,Procedencia,Exemplar,Coleção,Edição,Ano,Volume,Editora,Categorias,aquisicao
,22650,"CARPINEJAR, Fabrício",FILHOTE DE CRUZ-CREDO: A TRISTE HISTÓRIA ALEGRE DE MEUS APELIDOS,PNLD,3,,2ª,2018,,BERTRAND BRASIL,Literatura infantojuvenil brasileira - Bullying,T
,22651,"FRANÇA, Mary e FRANÇA, Eliardo","FESTA, A",PNLD,2,,1ª,2017,,MARY E ELIARDO,Literatura infantil brasileira - Amizade,T
,22652,"BRENMAN, Ilan e VILELA, Fernando","FESTA DE ANIVERSÁRIO, A",PNLD,2,,1ª,2017,,RAKUN,Literatura infantil brasileira - Tempo,T
,22653,"JAF, Ivan","GRANDE ASSEMBLEIA DOS BICHOS PESTILENTOS E PEÇONHENTOS, A",PNLD,1,,2ª,2018,,TRIOLECA,Literatura juvenil brasileira - Vacina,T
,22654,"FERREIRA, Fábio","GODI, UM MENINO CHAMADO LIBERDADE",PNLD,1,,1ª,2018,,BAOBÁ,Literatura infantojuvenil brasileira - Afrobrasileira,T
,22655,"BRANDÃO, Tony","GAROTO VERDE, O ",PNLD,1,,1ª,2018,,NOVA AGUILAR,Literatura juvenil brasileira - Ecologia,T
,22656,"BANDEIRA, Pedro","GRANDE DESAFIO, O",PNLD,1,,1ª,2018,,RICHMOND,Literatura infantojuvenil brasileira - Pedro Bandeira,T
,22657,"SBORZ, Jéssica","GALO DE BOTAS, O",PNLD,1,,1ª,2014,,AGAQUÊ,HQ,T
,22658,"PORTO, Líria",GARIMPO,PNLD,1,,1ª,2018,,COMPOR,Poesia brasileira,T
,22659,"ALMEIDA, Santhiago Gomes de","GENTILEZA GEROU GENTILEZA, O",PNLD,4,,1ª,2019,,UNIVERSO DOS LIVROS,Poesia brasileira - Biografia,T
,22660,"VIANA, Klévisson","GUARANI EM CORDEL, O",PNLD,1,,1ª,2018,,AMARILYS,Cordel,T
,22661,"AUERBACH, Patrícia",HISTÓRIAS DE ANTIGAMENTE,PNLD,1,,1ª,2018,,FONTANAR,Literatura infantojuvenil - Cotidiano,T
,22662,"LACERDA, Rodrigo",HAMLET: SHAKESPEARE PARA JOVENS CURIOSOS,PNLD,1,,1ª,2015,,ZAHAR,Literatura juvenil - Teatro,T
,22663,"MACHADO, Ana Maria",HISTÓRIAS AFRICANAS,PNLD,1,,1ª,2018,,QUINTETO,Contos africanos,T
,22664,"ESCOFFIER, Michael","HISTÓRIA DA FORMIGUINHA QUE QUERIA MOVER MONTANHAS, A",PNLD,3,,2ª,2018,,BERLENDIS & VERTECCHIA,Literatura infantil - Fantasia,T
,22665,"ROSATI, Ivo e PACHECO, Gabriel","HOMEM DE ÁGUA E SUA FONTE, O",PNLD,1,,1ª,2018,,TIMBÓ,Literatura infantojuvenil - Preconceito,T
,22666,"CARVALHO, Carlos Alberto de",HISTÓRIAS DE OUVIR DA ÁFRICA FABULOSA,PNLD,1,,2ª,2018,,IMPERIAL NOVO MILÊNIO,Contos africanos,T
,22667,"NEIVA, Lia",HISTÓRIAS PELO AVESSO,PNLD,1,,4ª,2018,,EDIPAR,Literatura infantojuvenil - Reconto de contos de fadas,T
,22668,"STEVENSON, Robert Louis","ILHA DO TESOURO, A",PNLD,1,,2ª,2018,,GUTENBERG,Literatura infantojuvenil - Clássico,T
,22669,"SAVARY, Flávia","JORNADA ENTRE DOIS MUNDOS, UMA",PNLD,1,,1ª,2018,,CHAMPAGNAT,Literatura juvenil - Aventura / Imaginação,T
,22670,"PIRES, Fernanda A.",JÚNIOR E OS BISCOITOS DE ZUMBIS,PNLD,1,,1ª,2018,,M10 EDITORIAL,Literatura juvenil - Mistério,T
,22671,"GÓMEZ, Ricardo",JOGOS INOCENTES JOGOS,PNLD,2,,1ª,2018,,QUINTETO,Literatura juvenil - AVentura /Ética,T
,22672,"GAIMAN, Neil e MATTOTTI, Lorenzo",JOÃO E MARIA,PNLD,2,,2ª,2018,,INTRÍNSECA,Literatura infantojuvenil inglesa - Reconto de conto de fada,T
,22673,"VIANA, Arievaldo",JOÃO BOCÓ E O GANSO DE OURO,PNLD,3,Era uma vez... em cordel,1ª,2018,,TERRA DO SABER,Cordel,T
,22674,"OLIVEIRA, Bruno Freitas",JUJUBA DE ANIS,PNLD,1,,1ª,2016,,MARCA PÁGINA,Literatura infantojuvenil - Preconceito,T
,22675,"DIAS, Gonçalves e SILVINO",I-JUCA PIRAMA EM QUADRINHOS,PNLD,1,,1ª,2012,,PEIRÓPOLIS,HQ,T
,22676,"MESSIAS, Adriano",JURO QUE  (QUASE TUDO) É VERDADE,PNLD,1,,1ª,2018,,SOWILO,Contos tradicionais brasileiros de mistério,T
,22677,"JOSÉ, Ganymedes","LADEIRA DA SAUDADE, A",PNLD,1,,1ª,2018,,SIEDUC,Literatura infantojuvenil - Romance,T
,22678,"JACOB, Dionisio","LENDA DE ABELARDO, A",PNLD,1,,1ª,2018,,TIMBÓ,Literatura infantojuvenil - Aventura/História,T
,22679,"VENTURA, Susana",UM LENÇOL DE INFINITOS FIOS,PNLD,1,,1ª,2018,,GAIVOTA,Literatura infantojuvenil Ficção/ Imigrantes/Amizade,T
,22680,"HAURÉLIO, Marco","LUCÍOLA EM CORDEL, BASEADO NA OBRA DE JOSÉ DE ALENCAR",PNLD,1,,1ª,2018,,AMARILYS,CORDEL,T
,22681,"VALENTE, Paulo","LEÃO DE TANTO URRAR DESANIMOU, O",PNLD,1,,1ª,2018,,LA,Literatura infantojuvenil Ficção brasileira,T
,22682,"PIRES, Fernando A",LAÇOS DA TARDE,PNLD,1,,1ª,2018,,MIO CULTURAL,Literatura infantojuvenil Ficção brasileira,T
,22683,"JOFFO, Joseph","MENINOS QUE ENGANAVAM NAZISTA, OS ",PNLD,1,,1ª,2018,,VESTÍGIO,Literatura estrangeira - Holocausto,T
,22684,"MORAES, Vinícius","MULHER CHAMADA GUITARRA, UMA",PNLD,1,,1ª,2018,,EDITORA BONIFÁCIO,Literatura brasileira - Crônicas,T
,22685,"REZENDE, Stella Maris",MISSÃO MOLESKINE,PNLD,2,,1ª,2018,,GLOBO KIDS,Literatura juvenil brasileira - Mistério,T
,22686,"CONY, Carlos Heitor","MISTÉRIO DAS ARANHAS VERDES, O",PNLD,1,,4ª,2018,,EDIPAR,Literatura juvenil brasileira - Romance policial,T
,22687,"CONY, Carlos Heitor","MISTÉRIO DA COROA IMPERIAL, O ",PNLD,1,,4ª,2018,,EDIPAR,Literatura juvenil brasileira - Romance policial,T
,22688,"COUTO, Mia","MENINA SEM PALAVRA, A",PNLD,1,,1ª,2018,,EDITORA BONIFÁCIO,Contos moçambicanos,T
,22689,"ELLIS, Deborah",MEU NOME É PARVANA,PNLD,1,,2ª,2018,,ÁTICA,Literatura infantojuvenil - Refugiados,T
,22690,"ASSIS, Joana d'Arc Tôrres de","MUITO E O POUCO, O",PNLD,1,,2ª,2018,,MAZZA,Literatura infantojuvenil brasileira - Crônicas,T
,22691,"AGUIAR, Luiz Antonio","MUNDO É DOS CANÁRIOS, O",PNLD,1,,3ª,2018,,ÁTICA,Literatura infantojuvenil - Refugiados,T
,22692,"VASSALLO, Márcio (org.)",NO FUNDO DE DOZE HISTÓRIAS CORRE UM RIO,PNLD,1,,3ª,2018,,TEXTO EDITORES,Literatura brasileira - Crônicas,T
,22693,"MUNDURUKU, Daniel","MENINO E O PARDAL, O",PNLD,3,,2ª,2010,,CALLIS,Literatura infantojuvenil brasileira - Indígena,T
,22694,"AZEVEDO, Ricardo",MEU MATERIAL ESCOLAR,PNLD,3,,1ª,2018,,PITANGUÁ,Poesia infantil brasileira,T
,22695,ZIRALDO,MALUQUINHO DE FAMÍLIA,PNLD,3,,1ª,2018,,GLOBO KIDS,HQ - Ziraldo,T
,22696,"AGUIAR, Ana Claudia",MEDO DE CRIANÇA,PNLD,2,,1ª,2016,,MARCA PAGINA,Literatura infantil,T
,22697,"ROCHA, Rute","MENINO QUE APRENDEU A VER, O",PNLD,3,,1ª,2018,,SIEDUC,Literatura infantojuvenil brasileira - Crônicas,T
,22698,"BRENMAN, Ilan; SERRANO, Lucia","MENINA FURACÃO E O MENINO ESPONJA, A",PNLD,3,,1ª,2018,,TRIOTECA,Literatura infantil,T
,22699,"CAMPOS, Carmen Lucia",MEU AVÔ AFRICANO,PNLD,1,,1ª,2010,,GUIA DOS CURIOSOS COMUNICAÇÕES,Literatura infantojuvenil - Estrangeiros/Africanos,T
,22700,"BRITO, Alexandre",MUSEU DESMIOLADO,PNLD,1,,1ª,2018,,PROJETO,POESIA ,T
,22701,"ACIOLY, Karen","MEUS BALÕES, O INCRIVEL ENCONTRO DE JULIO VERNE E SANTOS DUMONT, OS",PNLD,1,,1ª,2018,,ROCCO,Literatura infantojuvenil -Teatro,T
,22702,"FURNARI, Eva",MARILU,PNLD,1,,1ª,2012,,MODERNA,Literatura infantil,T
2022-02-05,22703,"HENRIQUES JR., Lauro","SEGREDO DO ANEL, O",PNLD,1,,2ª,2018,,TORDESILHINHAS,Contos tradicionais,T
2022-02-05,22704,"LEITE, Márcia",SOZINHA,PNLD,2,,2ª,2018,,EDELBRA,Literatura infantojuvenil brasileira - Sentimentos,T
2022-02-05,22705,"SALERNO, Silvana","SEGREDO DAS MINAS DE PRATA, O",PNLD,1,,1ª,2018,,FAROL LITERÁRIO,Literatura infantojuvenil brasileira - Adaptação ,T
2022-02-05,22706,"ORTHOF, Sylvia",SENHOR VENTO E DONA CHUVA,PNLD,1,,1ª,2018,,ROVELLE,Literatura infantojuvenil - Teatro,T
2022-02-05,22707,"SCLIAR, Moacyr","SONHO NO CAROÇO DO ABACATE, UM",PNLD,1,Jovens Inteligentes,9ª,2018,,MGE,Literatura infantojuvenil - Preconceito,T
2022-02-05,22708,"FRAMCOMBE, Leona","SÁBIA DE WATERLOO, A",PNLD,1,,2ª,2018,,BEST SELLER,Literatura inglesa - Guerra,T
2022-02-05,22709,"REZENDE, Stella Maris","SOBRINHA DO POETA, A",PNLD,1,,1ª,2018,,GLOBO LIVROS,Literatura infantojuvenil brasileira - Mistério,T
2022-02-05,22710,"CONFORTI, Márcia Maia",TEMPO DAS CEREJAS,PNLD,1,,1ª,2018,,LENDO E APRENDENDO,Literatura infantojuvenil brasileira - Diversidade cultural,T
2022-02-05,22711,"QUEIROZ, Raquel de","TRÊS MARIAS, AS",PNLD,1,,29ª,2018,,JOSÉ OLYMPIO,Literatura infantojuvenil brasileira - Sentimentos,T
2022-02-05,22712,"TUKITIAN, Jane","TIME MUITO ESPECIAL, UM",PNLD,1,,1ª,2018,,SB EDITORA,Literatura infantojuvenil brasileira - Amizade / Preconceito,T
2022-02-05,22713,"RUBIÃO, Murilo","TELECO, O COELHINHO",PNLD,1,,2ª,2018,,APRENDE BRASIL,Conto brasileiro - Sentimentos,T
2022-02-05,22714,"GRÉBAN, Quentin",TEM UM DINOSSAURO NA MINHA MOCHILA,PNLD,3,,2ª,2018,,BERLENDIS & VERTECCHIA,Literatura infantil - Fantasia,T
2022-02-05,22715,"D'ANGELO, Biagio","TITO, MEU IRMÃO E EU",PNLD,1,,2ª,2018,,EDELBRA,Literatura infantil - Morte e luto,T
2022-02-05,22716,"GLEITZMAN, Morris",UMA VEZ,PNLD,1,,3ª,2018,,PAZ E TERRA,Literatura infantojuvenil - Holocausto,T
2022-02-05,22717,"MARTINS, Eliana","UBATÃ, O MENINO-ÍNDIO",PNLD,3,,1ª,2014,,RIDEEL,Literatura infantil - Indígena,T
2022-02-05,22718,"QUILICI, Cassiano et al.","VELHAS FIANDEIRAS, AS",PNLD,1,,1ª,2018,,REVIRAVOLTA,Teatro infantojuvenil,T
2022-02-05,22719,CAULOS,VAN GOGH E A COR DO SOL,PNLD,2,,1ª,2018,,JPA,Literatura infantojuvenil - Biografia,T
2022-05-05,22720,"BANDEIRA, Pedro",É PROIBIDO MIAR,PNLD,1,,1ª,2018,,SIEDUC,Literatura infantojuvenil - Preconceito,T
2022-05-05,22721,"MACHADO, Ana Maria",NÃO SE MATA NA MATA: LEMBRANÇAS DE RONDON,PNLD,1,,2ª,2017,,TRIBOS,Literatura infantojuvenil - Biografia,T
2022-05-05,22722,"PAMPLONA, Rosane",NOVAS HISTÓRIAS ANTIGAS,PNLD,1,,2ª,2018,,ESCARLATE,Literatura infantojuvenil - Contos tradicionais,T
2022-05-05,22723,"HELFAND, Lewis",NELSON MANDELA,PNLD,1,,1ª,2018,,JC EDITORA,HQ - Biografia,T
2022-05-05,22724,"TOULMÉ, Fabien",NÃO ERA VOCÊ QUE EU ESPERAVA,PNLD,1,,1ª,2017,,NEMO,HQ - Diferenças / Síndrome de Down,T
2022-05-05,22725,"MACHADO, Angelo","OUTRA PERNA DO SACI, A",PNLD,1,,3ª,2018,,BOM LER,Literatura infantojuvenil - Folclore brasileiro,T
2022-05-05,22726,"FOX, Mem e HORACEK, Judy",ONDE ESTÁ A OVELHA VERDE?,PNLD,3,,1ª,2017,,SABER E LER,Literatura infantil - Cores,T
2022-05-05,22727,"EMEDIATO, Luiz Fernando ","OUTRO LADO DO PARAÍSO, O",PNLD,2,,1ª,2018,,JARDIM DOS LIVROS,Literatura juvenil - Ditadura Militar,T
2022-05-05,22728,"BRANDÃO, Ignácio de Loyola","OLHOS CEGOS DOS CAVALOS LOUCOS, OS",PNLD,1,,1ª,2018,,SIEDUC,Literatura infantojuvenil - Família,T
2022-05-05,22729,"GOMES, Alexandre de Castro",QUEM MATOU O SACI?,PNLD,1,,1ª,2017,,ESCARLATE,Literatura infantojuvenil - Mistério,T
2022-05-05,22730,"COSTA, Wagner",QUANDO MEU PAI PERDEU O EMPREGO,PNLD,1,,1ª,2018,,RICHMOND,Literatura infantojuvenil - Família,T
2022-05-05,22731,"CONY, Carlos Heitor",QUINZE ANOS,PNLD,2,,12ª,2018,,NOVA FRONTEIRA,Literatura infantojuvenil - Contos - Adolescência,T
2022-05-05,22732,"REY, Marcos","RAPTO DO GAROTO DE OURO, O",PNLD,1,,13ª,2018,,A PÁGINA,Literatura infantojuvenil - Mistério,T
2022-05-05,22733,"RIBEIRO, Jonas",QUANDO A VERGONHA BATE ASAS...,PNLD,1,,6ª,2017,,ELEMENTAR,Literatura infantojuvenil - Sentimentos,T
2022-05-05,22734,"BANDEIRA, Pedro",ROBIN HOOD: A LENDA DA LIBERDADE,PNLD,1,,1ª,2018,,RICHMOND,Literatura infantojuvenil - Clássicos adaptados,T
2022-05-05,22735,"KUNNAS, Mauri",ROBIN HOOD,PNLD,1,,2ª,2018,,CASA DE LETRAS,Literatura infantojuvenil - Clássicos adaptados,T
2022-05-05,22736,"GODOY, Marcela e PARES, Roberta",ROMEU E JULIETA,PNLD,1,Shakespeare em quadrinhos,3ª,2018,,VESTÍGIO,HQ - Clássicos adaptados,T
2022-05-05,22737,"SCHIMENECK, Antônio",POR TRÁS DAS CORTINAS,PNLD,1,,3ª,2017,,BESOURO BOX,Literatura infantojuvenil - Mistério,T
2022-05-05,22738,"SCLIAR, Moacyr","PALAVRA MÁGICA, A",PNLD,1,,1ª,2018,,AVALIA,Literatura infantojuvenil - Família,T
2022-05-05,22739,"CORRADINI, Ana Paula",PAIXÃO DE TORCEDOR,PNLD,1,,1ª,2018,,LA FONTAINE,Literatura infantojuvenil - Futebol,T
2022-05-05,22740,"MEIRELES, Cecília","PALAVRAS VOAM, AS",PNLD,1,,3ª,2018,,GLOBAL,Poesia brasileira,T
2022-05-05,22741,"BALTSCHEIT, Martin","PEQUENO PAULO, O",PNLD,1,,1ª,2018,,RODOPIO,Literatura infantojuvenil - Sentimentos,T
2022-05-05,22742,"TAVARES, Bráulio","PODER DA NATUREZA, O",PNLD,1,,2ª,2018,,EDITORA 34,Poesia infantojuvenil,T
2022-05-05,22743,"SILVA, Cidinha","NOVE PENTES D'ÁFRICA, OS",PNLD,1,,1ª,2015,,MAZZA,Literatura infantojuvenil - Afrobrasileira,T
2022-05-05,22744,"SOUZA, Shirley",NA CORRERIA,PNLD,1,,1ª,2018,,GUIA DOS CURIOSOS  COMUNICAÇÕES,Literatura infantojuvenil - Ficção,T
2022-05-05,22745,"SOUZA, Maurício de ",PARA SEMPRE EM MEU CORAÇÃO,PNLD,1,,1ª,2018,,GIRASSOL,Literatura infantojuvenil - Contos,T
2022-05-05,22746,"NEVES, André",UM PÉ DE VENTO,PNLD,1,,1ª,2018,,GIRASSOL,Literatura infantojuvenil - Ecologia,T
2022-05-05,22747,"SOUSA, Maurício de ",CIRCUITO AVENTURA,PNLD,1,Turma da Mônica,1ª,2018,,GIRASSOL,Literatura infantojuvenil - Aventura,T
2022-09-05,22748,"RAMOS, Graciliano","TERRA DOS MENINOS PELADOS, A",PNLD,1,,1ª,2018,,CAMERON,Literatura infantojuvenil - Diferenças,T
2022-09-05,22749,"BANDEIRA, Manuel",TEADORAR,PNLD,1,,1ª,2018,,LDM,Poesia infantil,T
2022-09-05,22750,"LEVI, Clóvis",PIANO DE CALDA,PNLD,1,,1ª,2015,,VIAJANTE DO TEMPO,Literatura infantojuvenil - Conto,T
2022-09-05,22751,"SANTOS, Jorge Fernando dos",CORDEL DAS LENDAS BOVINAS,SME,1,Mito & Magia,1ª,2007,,PAULINAS,Cordel,T
2022-09-05,22752,"DIOS, Olga de",PÁSSARO AMARELO,PNLD,1,,1ª,2016,,BOITATÁ,Literatura infantil - Ecologia,T
2022-09-05,22753,"GOMES, Helena","PRETA, PARDA E PINTADA",PNLD,1,,1ª,2018,,BERLENDIS & VERTECCHIA,Literatura infantojuvenil - Indígena,T
2022-09-05,22754,"RAMPAZO, Alexandre","PRINCESA E O PESCADOR DE NUVENS, A",PNLD,1,,1ª,2014,,PANDA BOOKS,Literatura infantojuvenil - Aventura e Mistério,T
2022-09-05,22755,"ALVES, Cintia",POEMAS E OUTROS BICHOS,PNLD,3,,1ª,2018,,QUATRO CANTOS,Poesia infantil - Bichos,T
2022-09-05,22756,"ANTONELLI, Ronaldo e VILACHÃ, Francisco","POLÊMICA, A",PNLD,1,,1ª,2018,,M10,HQ - Clássicos,T
2022-09-05,22757,"HIRATSUKA, Lúcia",TERRA COSTURADA COM ÁGUA,PNLD,1,,1ª,2018,,MOITARÁ,Literatura infantojuvenil - Sentimentos,T
2022-09-05,22758,"ROSA, Sonia","TESOUROS DE MONIFA, OS",PNLD,2,,1ª,2018,,BICO DE LLACRE,Literatura infantojuvenil - África,T
2022-09-05,22759,"SQUARISI, Dad e FORTE, Marcia Duailibe",TRÊS PORQUINHOS E O LOBO ESPORTISTAS,PNLD,3,,1ª,2018,,ELEMENTAR,Literatura infantil - Valores e sentimentos,T
2022-09-05,22760,"BEHL, Anne-Kathrin","VELHOS AMIGOS DE TOBI, OS",PNLD,2,,1ª,2018,,GALERIA SABER E LER,Literatura infantojuvenil - Amizade,T
2022-09-05,22761,"HOPGOOD, Tim","VERDADE SEGUNDO O ARTHUR, A",PNLD,2,,1ª,2018,,BRINQUE BOOK,Literatura infantil - Mentiras,T
2022-09-05,22762,"HAMID, Mohsin",PASSAGEM PARA O ORIENTE,SME,2,,1ª,2018,,CIA DAS LETRAS,Romance paquistanês - Leituraço,T
2022-09-05,22763,"ADICHIE, Chimamanda Ngozi",NO SEU PESCOÇO,SME,2,,1ª,2017,,CIA DAS LETRAS,Romance nigeriano - Leituraço,T
2022-09-05,22764,"MATEOS, Mariana Chiesa",MIGRANDO,SME,2,Coleção Infanto-Juvenil,1ª,2015,,EDITORA 34,Livro de imagens - Migração - Leituraço,T
2022-09-05,22765,"BUITRAGO, Jairo e YOCKTENG, Rafael",ELOÍSA E OS BICHOS,SME,2,,1ª,2013,,PULO DO GATO,Literatura infantojuvenil - Migração - Leituraço,T
2022-09-05,22766,"ASTRONAUTA, Erika",ABEBE BIKILA E OS PÉS DE VENTO,SME,2,,1ª,2021,,BARBATANA,Literatura infantojuvenil - Atletismo - Leituraço,T
2022-09-05,22767,"VICENT, Gabrielle","BALÃO NO DESERTO, UM",SME,2,Coleção Infanto-Juvenil,1ª,2014,,EDITORA 34,Livro de imagens - Diversidade cultural - Leituraço,T
2022-09-05,22768,"KIPLING, Rudyard","ELEFANTE INFANTE, O",SME,2,Musa Quatro Estações: biblioteca para sempre,1ª,2022,,MUSA,Literatura infantojuvenil - Diversidade cultural - Leituraço,T
2022-09-05,22769,"HÉBERT, Marie-Francine",NENHUM PEIXE AONDE IR,SME,2,,1ª,2006,,EDIÇÕES SM,Literatura infantojuvenil - Guerra - Leituraço,T
2022-09-05,22770,"BUITRAGO, Jairo e YOCKTENG, Rafael",PARA ONDE VAMOS,SME,2,,1ª,2016,,PULO DO GATO,Conto infantojuvenil colombiano - Leituraço,T
2022-09-05,22771,"WATANABE, Issa",MIGRANTES,SME,2,,1ª,2021,,LIVROS DA RAPOSA VERMELHA,Livro de imagens - Migração - Leituraço,T
2022-09-05,22772,"ARIAS, Patricia de","CAMINHO DE MARWAN, O",SME,2,,1ª,2017,,TRIOLECA,Literatura infantojuvenil - Refugiados - Leituraço,T
2022-09-05,22773,"FERRADA, Maria José e VALDEZ, Maria Elena",CRIANÇAS,SME,2,,1ª,2020,,PALLAS MINI,Literatura infantojuvenil - Ditadura militar chilena - Leituraço,T
2022-09-05,22774,DEMI,"POTE VAZIO, O",SME,2,,1ª,2007,,MARTINS FONTES,Literatura infantojuvenil - Conto chinês - Leituraço,T
2022-09-05,22775,"VENTURA, Susana","LENÇOL DE INFINITOS FIOS, UM",SME,2,,1ª,2022,,GAIVOTA,Literatura juvenil - Migração - Leituraço,T
2022-09-05,22776,"OSÉS, Beatriz",EU SOU UMA NOZ,SME,2,,1ª,2019,,ESCARLATE,Literatura infantil espanhola - Refugiados - Leituraço,T
2022-09-05,22777,"FERRADA, Maria José e PENYAS, Ana",MEXIQUE : O NOME DO NAVIO,SME,2,,1ª,2020,,PALLAS MINI,Literatura infantojuvenil - Exílio - Leituraço,T
2022-09-05,22778,"GARLAND, Sarah","OUTRO PAÍS PARA AZZI, UM",SME,2,,1ª,2012,,PULO DO GATO,HQ - Refugiados - Leituraço,T
2022-09-05,22779,"RUURS, Margriet",CAMINHO DE PEDRAS,SME,2,,1ª,2017,,MODERNA,Literatura juvenil - Refugiados - Leituraço,T
2022-09-05,22780,"GUEN, Sandra le",REFÚGIO,SME,2,TATU BOLA,1ª,2021,,EDIÇÕES SME,Literatura infantojuvenil - Migração - Leituraço,T
2022-09-05,22781,"MACLEAR, Kyo",BARCO DE HISTÓRIAS,SME,2,,1ª,2021,,CIA DAS LETRINHAS,Literatura infantojuvenil - Exílio - Leituraço,
2022-09-05,22782,"TAN, Shaun","CHEGADA, A",SME,2,,1ª,2011,,EDIÇÕES SM,Livro de imagens - Migração - Leituraço,T
2022-09-05,22783,"SANNA, Francesca","VIAGEM, A",SME,2,,1ª,2016,,VR EDITORA,Literatura infantojuvenil - Refugiados - Leituraço,T
2022-09-05,22784,"CARARO, Aryane e SOUZA, Duda Porto de",VALENTES: HISTÓRIAS DE PESSOAS REFUGIADAS NO BRASIL,SME,2,,1ª,2020,,SEGUINTE,Literatura infantojuvenil - Refugiados - Leituraço,T
2022-09-05,22785,"BORDAS, Marie Ange",DOIS MENINOS DE KAKUMA,SME,2,,1ª,2018,,PULO DO GATO,Ficção brasileira - Refugiados - Leituraço,T
2022-09-05,22786,"BRECHT, Bertold e VENDRELL, Carme Solé","CRUZADA DAS CRIANÇAS, A",SME,2,,1ª,2014,,PULO DO GATO,Poesia alemã - Refugiados - Leituraço,T
2022-09-05,22787,"CARUSO, Carla",OLHA AQUI O HAITI!,SME,2,,1ª,2020,,ESTRELA CULTURAL,Contos - Diversidade cultural - Leituraço,T
2022-09-05,22788,"FRAGATA, Cláudio","SOL SE PÕE NA TINTURARIA YAMADA, O",SME,2,,1ª,2017,,PULO DO GATO,Literatura infantojuvenil - Migração - Leituraço,T
2022-09-05,22789,"BRENMAN, Ilan",REFUGIADOS,SME,2,,1ª,2019,,MODERNA,Livro de imagens - Migração - Leituraço,T
2022-10-05,22790,"ROSA, Allan da",ZUMBI ASSOMBRA QUEM?,SME,2,,1ª,2017,,NÓS,Literatura infantojuvenil - Afro-brasileiro,T
2022-10-05,22791,"SANCHES, Carolina e LEITE, Ricardo",ZAP DO OLIMPO,SME,2,,1ª,2020,,MAPA LAB,Literatura infantojuvenil - Mitologia grega,T
2022-10-05,22792,"CORMAND, Bernal","MENINO PERFEITO, O",SME,2,,1ª,2017,,LIVROS DA MATRIZ,Literatura infantojuvenil - Diversidade de gênero,T
2022-10-05,22793,"HINCKEL, Florence",NOS ESTILHAÇOS DE ESPELHO,SME,2,,1ª,2020,,EDIÇÕES SM,Literatura infantojuvenil - Sentimentos,T
2022-10-05,22794,"MARTINHO, Carlos Orsi",NÔMADE: UMA AVENTURA NO ESPAÇO,SME,2,Jovem Leitor,1ª,2010,,CIRANDA DAS LETRAS,Literatura infantojuvenil - Ficção Científica,T
2022-10-05,22795,"DOSTOIÉVSKI, Fiódor",MEMÓRIAS DO SUBSOLO,SME,2,,1ª,2021,,EXCELSIOR,Literatura russa - Clássicos,T
2022-10-05,22796,"CALIXTO, André",BHADRA: O PRÍNCIPE E O CONSELHEIRO,SME,2,,1ª,2020,,MIOLO MOLE,Contos indianos,T
2022-10-05,22797,"VIEIRA JÚNIOR, Itamar",TORTO ARADO,SME,2,,1ª,2019,,TODAVIA,Literatura brasileira - Romance,T
2022-10-05,22798,SACOLINHA,DENTE-DE-LEÃO: A SUSTENTÁVEL LEVEZA DO SER,SME,2,,1ª,2019,,VASTO MUNDO,Crônica brasileira - Valores,T
2022-10-05,22799,"MORAES, Valdenete Gomes de",TANTAS VIDAS SEVERINA,SME,2,,1ª,2020,,LIMIAR,Biografia - Mulheres,T
2022-10-05,22800,"MAMUTE, Luck P.","SEGREDO DE MARGUERITE, O",SME,2,,1ª,2021,,CÁLIDA,Literatura brasileira - Mistério,T
2022-10-05,22801,"RIOS, Rosana",CONTOS DE FADAS SANGRENTOS,SME,2,,1ª,2013,,FAROL LITERÁRIO,Literatura infantojuvenil - Contos de fadas / Terror,T
2022-10-05,22802,"MELO, Ana Cristina",CAIXA DE DESEJOS,SME,2,,2ª,2014,,TORDESILHAS,Literatura infantojuvenil  - Sentimentos,T
2022-10-05,22803,SACOLINHA,"BRECHÓ, MEIA-NOITE E FANTASIA",SME,2,,1ª,2016,,PATUÁ,Contos brasileiros - Literatura periférica,T
2022-10-05,22804,"MARQUES, Janete","FLORA, FAÇA FLORIR!",SME,2,,1ª,2021,,SAÍRA,Literatura infantil brasileira - Sentimentos,T
2022-10-05,22805,"MALCHER, Monique",FLOR DE GUME,SME,2,,1ª,2022,,JANDAÍRA,Literatura brasileira - Romance - Mulheres,T
2022-10-05,22806,"DOLORES, Carmen","LUTA, A",SME,2,MEIA AZUL,1ª,2020,,ÍMÃ EDITORIAL,Literatura brasileira - Romance - Mulheres,T
2022-10-05,22807,"CHISALA, Upile",EU DESTILO MELANINA E MEL,SME,2,,2ª,2021,,TEXTO,Poesia malawi - Mulheres negras,T
2022-10-05,22808,"MAGLIO, Maria Fernanda Elias","EMFIM, IMPERATRIZ",SME,2,,1ª,2017,,PATUÁ,Contos brasileiros - Literatura periférica,T
2022-10-05,22809,"GARY, Romain","VIDA PELA FRENTE, A",SME,2,,1ª,2019,,TODAVIA,Literatura francesa - Romance - Diversidade cultural,T
2022-10-05,22810,"CARRARA, Mariana Salomão",SE DEUS ME CHAMAR NÃO VOU,SME,2,,1ª,2019,,NÓS,Literatura brasileira - Romance - Mulheres,T
2022-10-05,22811,"BEI, Aline","PESO DO PÁSSARO MORTO, O",SME,2,,1ª,2017,,NÓS,Literatura brasileira - Romance - Mulheres,T
