Tombo,Registro,Autor,Título,Procedencia,Exemplar,Coleção,Edição,Ano,Volume,Editora,Categorias,aquisicao
2022-10-05,22812,"ORWELL, George","REVOLUÇÃO DOS BICHOS, A",SME,2,,1ª,2021,,EXCELSIOR,Literatura russa - Clássicos,T
2022-10-05,22813,"BRÁS, Júlio Emílio",SAGUAIRU,SME,2,,1ª,2021,,MOSTARDA,Literatura infantojuvenil - Ecologia,T
2022-10-05,22814,"APOSTOLO, Marcos",MEU ROSTO NÃO SERÁ COMO O TEU E OUTROS MEDOS,SME,2,,1ª,2020,,IMPERIAL NOVO MILÊNIO,Contos brasileiros - Mistério,T
2022-10-05,22815,"BERNASCONI, Pablo",BURUNDI: MAIS ALTO!,SME,2,,1ª,2021,,CATAPULTA,Literatura infantojuvenil - Pequenos leitores,T
2022-10-05,22816,"JUCÁ, Marcelo",ILHA,SME,2,,1ª,2020,,KAPULANA,Literatura infantojuvenil - Desigualdade social,T
2022-10-05,22817,"BRANDÃO, Carlos Rodrigues","MENINO QUE LIA O MUNDO, O",SME,2,,1ª,2014,,EXPRESSÃO POPULAR,Literatura infantojuvenil - Biografia,T
2022-10-05,22818,"ASSIS, Machado de","ALIENISTA EM QUADRINHOS, O",SME,2,,1ª,2019,,MELHORAMENTOS,HQ - Clássicos adaptados,T
2022-10-05,22819,"HADDAD, Clara","CONTADORA DE HISTÓRIAS E OUTROS CONTOS DE ENCANTAR, A",SME,2,,1ª,2020,,TELOS,Literatura infantojuvenil - Contos tradicionais ,T
2022-10-05,22820,"NEWMAN, Samantha",HISTÓRIAS DE SHAKESPEARE,SME,2,,1ª,2021,,PÉ DA LETRA,Literatura infantojuvenil - Clássicos adaptados,T
2022-10-05,22821,"HENRIQUES JÚNIOR, Lauro","SEGREDO DO ANEL E OUTROS CONTOS DO BEM-VIVER, O",SME,2,,1ª,2016,,TORDESILHINHAS,Literatura infantojuvenil - Contos tradicionais ,T
2022-10-05,22822,"ALPHEN, Jean-Claude R.","PATINHO MATEMÁTICO, O",SME,2,,1ª,2017,,MELHORAMENTOS,Literatura infantojuvenil - Matemática - Pequenos leitores,T
2022-10-05,22823,"MISSE, James","TERCEIRO OUVIDO, O",SME,2,,1ª,2001,,CIRANDA CULTURAL,Literatura infantil  - Sentimentos - Relações familiares,T
2022-10-05,22824,"FRANÇA, Rodrigo","PEQUENO PRÍNCIPE PRETO, O",SME,2,,3ª,2020,,EDIOURO LAZER E CULTURA,Literatura infantojuvenil - Identidade Racial,T
2022-10-05,22825,"OLIVEIRA, Kiusam",COM QUAL PENTEADO EU VOU?,SME,2,,1ª,2021,,MELHORAMENTOS,Literatura infantojuvenil - Identidade Racial,T
2022-10-05,22826,"RIBEIRO, Jonas",E A TERRA ESCREVEU UMA CARTA...,SME,2,,1ª,2020,,MELHORAMENTOS,Literatura infantojuvenil - Ecologia,T
2022-12-05,22827,"CARRASCOZA, João Anzanello",TEMPO JUSTO,PNLD,1,,2ª,2018,,EDIÇÕES SM,Contos brasileiros - Vida,T
2022-12-05,22828,"XAVIER, Marcelo","CARA DA RUA, A",PNLD,1,,1ª,2018,,JOAQUIM,Literatura infantojuvenil - Crônicas,T
2022-12-05,22829,"VINCENT, Gabrielle","PEQUENA MARIONETE, A",SME,2,Coleção Infanto juvenil,2ª,2009,,EDITORA 34,Livro de imagens - Fantasia,T
2022-12-05,22830,"STEVENSON, Robert Louis","MÉDICO E O MONSTRO, O",SME,2,,1ª,2011,,HEDRA,Literatura inglesa - Clássico,T
2022-12-05,22831,"LOVECRAFT, Howard Philips","HORROR DE DUNWICH, O",SME,2,,2ª,2019,,LIVROS DA RAPOSA VERMELHA,Literatura infantojuvenil - Horror,T
2022-12-05,22832,"MELO, Patrícia",MULHERES EMPILHADAS,SME,2,,2ª,2021,,TEXTO,Literatura brasileira - Romance - Violência contra a mulher,T
2022-12-05,22833,"LINS, Cláudia",LENDAS DO VELHO CHICO: HISTÓRIAS ENCANTADAS DE OPARÁ,SME,2,,1ª,2022,,LUA AZUL,Literatura infantojuvenil - Lendas,T
2022-12-05,22834,"MARTINELLI, Rosana",COISA DE BICHO,SME,2,,1ª,2021,,VERBAL EDITORIAL,Literatura infantil - Comunicação,T
2022-12-05,22835,"EGA, Françoise",CARTAS A UMA NEGRA: NARRATIVA ANTILHANA,SME,2,,1ª,2021,,TODAVIA,Literatura francesa - Identidade Racial / Carolina Maria de Jesus,T
2022-12-05,22836,"KUSS, Ana Suy Sesarino","CORDA QUE SAI DO ÚTERO, A",SME,2,,1ª,2020,,PATUÁ,Poesia brasileira - Mulheres,T
2022-12-05,22837,"LOVELACE, Amanda","BRUXA NÃO VAI PARA A FOGUEIRA NESTE LIVRO, A",SME,2,,2ª,2021,,TEXTO,Poesia norte-americana - Mulheres,T
2022-12-05,22838,"ASSIS, Machado de",DOM CASMURRO,SME,2,,1ª,2020,,ANTOFÁGICA,Literatura brasileira - Romance - Clássico,T
2022-12-05,22839,"RIBEIRO, Ana Elisa",ROMIETA E JULIEU: TECNOTRAGÉDIA AMOROSA,SME,2,,1ª,2021,,RHJ,Literatura brasileira - Teatro - Transcriação,T
2022-12-05,22840,"MARTINS, Isabel Minhós","MUNDO NUM SEGUNDO, O ",SME,2,,1ª,2013,,PEIRÓPOLIS,Literatura infantojuvenil - Tempo,T
2022-12-05,22841,"GALEANO, Eduardo","SONHOS DE HELENA, OS",SME,2,,1ª,2020,,LIVROS DA RAPOSA VERMELHA,Literatura infantojvenil - Sentimentos,T
2022-12-05,22842,"FLORES, Marilena",VEM BRINCAR!,SME,2,,1ª,2016,,EVOLUIR,Literatura infantojuvenil - Brincadeiras - Deficiência,T
2022-12-05,22843,"FREITAS, Tino",UNIFORME,SME,2,,2ª,2019,,GATO LEITOR,Literatura infantojuvenil - Liberdade,T
2022-12-05,22844,"LIONNI, Leo",TRIZ,SME,2,,1ª,2020,,LIVROS DA MATRIZ,Literatura infantojuvenil - Solidariedade,T
2022-12-05,22845,"BRAGA, Flávio",TRISTE FIM DE POLICARPO QUARESMA,SME,2,,4ª,2021,,MAMUTE,HQ - Clássicos adaptados,T
2022-12-05,22846,GURIDI,SE EU FOSSE UM GRANDE GIGANTE,SME,2,,1ª,2018,,PULO DO GATO,Literatura infantojuvenil - Solidariedade,T
,22847,"NOZOMI, Talita",SE EU FOSSE UMA ÁRVORE,SME,2,,1ª,2012,,GAIVOTA,Literatura infantil - Sentimentos,T
,22848,"MENDONÇA, Adriana","MENINO URU-EU-WAU-WAU E A SEMENTE, O",SME,2,,1ª,2014,,RHJ,Literatura infantojuvenil - Indígena,T
,22849,"PRESTES, Andreia [et al.]",MINHA VALENTE AVÓ,SME,2,,1ª,2020,,QUASE OITO,Literatura infantil - Sentimentos,T
,22850,"BELINKY, Tatiana",LIMERIQUES DAS CAUSAS E EFEITOS,SME,2,Coleção Infanto-juvenil,2ª,2022,,EDITORA 34,Poesia infantil brasileira - Limeriques,T
,22851,"BARRETO, Cintia",LIA LIA,SME,2,,1ª,2020,,SEMENTE EDITORIAL,Poesia infantil brasileira,T
,22852,"HAWTORNE, Lara",HERBERTO,SME,2,Coleção Infanto-juvenil,1ª,2016,,EDITORA 34,Literatura infantojuvenil inglesa - Diferenças,T
,22853,"MOREYRA, Carolina",ENTREVISTAS: CONTOS DE FADAS,SME,2,,1ª,2020,,MODERNA,Literatura infantojuvenil - Reconto de contos de fadas,T
,22854,"MALTESE, Julia Maria",DANDARA E ZUMBI,SME,2,Black Power,1ª,2021,,MOSTARDA,Literatura infantojuvenil - Zumbi - Afrobrasileira,T
,22855,"ANTONELLI, Ronaldo",CONTOS EXTRAORDINÁRIOS DE EDGAR ALLAN POE,SME,2,,2ª,2021,,CARAMINHOCA,HQ - Clássicos adaptados,T
,22856,"MBODJ, Souleymane",CONTOS E MÚSICAS DA ÁFRICA,SME,2,,1ª,2020,,VIAJANTE DO TEMPO,Contos senegaleses - África,T
,22857,"GELFAND, Shoshana Boyd",CONTOS JUDAICOS,SME,2,,1ª,2021,,WMF MARTINS FONTES,Contos judaicos,T
,22858,"AGOSTINHO, Cristina",CHAPEUZINHO VERMELHO E O BOTO COR-DE-ROSA,SME,2,,1ª,2020,,MAZZA,Literatura infantil - Conto de fadas adaptado - Afrobrasileiro,T
,22859,"NUÑEZ, Emília","BANDA DAS MENINAS, A",SME,2,,1ª,2019,,TIBI,Literatura infantil - Musicalidade,T
,22860,"MARTINS, Penélope",CÉU VERMELHO,SME,2,,1ª,2021,,CARAMINHOCA,Literatura infantojuvenil - Contos - África,T
,22861,"ROMEU, Gabriela","ÁLBUM DE FAMÍLIA: AVENTURANÇAS, MEMÓRIAS E EFABULAÇÕES DA TRUPOE FAMILIAR CARROÇA DE MAMULENGOS",SME,2,,1ª,2019,,PEIRÓPOLIS,Biografia - Teatro,T
,22862,"ROSA, Sônia","BELA ADORMECIDA DO SAMBA, A",SME,2,,1ª,2021,,MAZZA,Literatura infantil - Samba e Carnaval,T
,22863,"TEICHIMAM, Rai",BENTO BEIJA-NUVEM,SME,2,,1ª,2020,,CAROCHINHA,Literatura infantil - Sentimentos,T
,22864,"HAKIY, Tiago","PESCARIA DO CURUMIM E OUTROS POEMAS INDÍGENAS, A",SME,2,,1ª,2015,,PANDA BOOKS,Poesia infantojuvenil - Indígena,T
,22865,"FERNANDES, Sara",LISTRINHAS NA BARRIGA,SME,2,,1ª,2020,,MURC,Literatura infantojuvenil - Sentimentos,T
,22866,"MEYER, Stephanie",CREPÚSCULO,Doação,1,,1ª,2008,,INTRÍNSECA,Ficção norte-americana - Vampiro,D
,22867,"RIGGS, Ramson",BIBLIOTECA DE ALMAS,Doação,1,O lar da Srta. Peregrine para crianças peculariares,1ª,2016,,INTRÍNSECA,Ficção norte-americana - Fantasia e Mistério,D
,22868,"CABOT, Meg [et all]",FORMATURAS INFERNAIS,Doação,1,,1ª,2009,,GALERA RECORD,Contos norte-americanos,D
,22869,"ANDRADE, Mário","MELHOR DE MÁRIO DE ANDRADE, O",SME,2,,1ª,2021,,MAMUTE,Conto brasileiro,T
,22870,"ESCOREL, Ana Luisa",DE TUDO UM POUCO,SME,2,,1ª,2022,,OURO SOBRE AZUL,Crônica brasileira,T
,22871,"MURATA, Sayaka",QUERIDA KONBINI,SME,2,,6ª,2019,,ESTAÇÃO LIBERDADE,Romance japonês,T
,22872,"RIOS, Rosana","VILA VENTURA: AVENTURAS, ENCRENCAS, FANTASMAS E MISTÉRIOS",SME,2,Vila Ventura,1ª,2021,,CASA DO LOBO,Literatura infantojuvenil - Mistério,T
,22873,"ESCOREL, Ana Luisa",DONA JOSEFA,SME,2,,1ª,2022,,OURO SOBRE AZUL,Ficção história brasileira,T
,22874,"NAVES, Rodrigo","LENDÁRIO DUELO ENTRE A SIRIEMA E A CASCAVEL, O",SME,2,,1ª,2015,,TERCEIRO NOME,Literatura infantojuvenil brasileira - Bichos,T
,22875,"RIOS, Rosana",BICHOS E LENDAS DO NOSSO BRASIL,SME,2,,1ª,2019,,EDELBRAS,Literatura infantojuvenil - Lendas brasileiras,T
,22876,"MURRAY, Roseana",LÁGRIMAS DE CHUVA,SME,2,,1ª,2021,,COMPOR,Poesia infantojuvenil,T
,22877,"GOETHE, J. W.","SOFRIMENTOS DO JOVEM WERTHER, OS",SME,2,,11ª,2017,,ESTAÇÃO LIBERDADE,Romance alemão - Clássico,T
,22878,"REYNOLDS, Jason",MILES MORALRES: HOMEM-ARANHA,SME,2,,1ª,2020,,EXCELSIOR,Ficção norte-americana - Super-heróis,T
,22879,"MUNDURUKU, Daniel","MISTÉRIO DA ESTRELA VÉSPER, O",SME,2,,1ª,2021,,LA FONTE ,Literatura infantojuvenil - Indígena / Aventura,T
,22880,"MUNDURUKU, Daniel","KARU TARU, O PEQUENO PAJÉ",SME,2,,2ª,2013,,EDELBRA,Literatura infantojuvenil - Indígena,T
,22881,"MONFREID, Dorothée de","CACHORRO DO COELHO, O",SME,2,,1ª,2009,,WMF MARTINS FONTES,Poesia infantojuvenil,T
,22882,"PREM, Nirvana","MOCHILA DE PABLO: UMA HISTÓRIA SURPREEENDENTE, A",SME,2,,1ª,2020,,SEMENTE,Literatura infantojuvenil - Amizade,T
,22883,"GUIMARÃES, João Luiz",SAGATRISSUINORANA,SME,2,,1ª,2020,,ÔZÉ,Literatura infantojuvenil - Ecologia,T
,22884,"ALFREDO, Olegário","PEQUENO PRÍNCIPE EM CORDEL, O",SME,2,,1ª,2020,,PENNINHA,Cordel - Clássico adaptado,T
,22885,"CASSIS, Thiago",PELOTEIRO,SME,2,,1ª,2021,,ROTA IMAGINÁRIA,Literatura infantojuvenil brasileira - Futebol,T
,22886,"NABUCO, Luciana","OKAN, A CASA DE TODOS NÓS",SME,2,,1ª,2018,,QUASE OITO,Literatura infantojuvenil brasileira - África,T
,22887,QUILONBHOJE [org.],FRENTE NEGRA BRASILEIRA,SME,2,,1ª,2019,,QUILOMBHOJE,Afro-brasileiros - Entrevistas,T
,22888,"SANTOS, Arquimino dos","BRECHA: UMA REVIRAVOLTA QUILOMBOLA, A",SME,2,,1ª,2020,,ESTRELA CULTURAL,Literatura infantojuvenil brasileira - Afrobrasileiro / Quilombo,T
,22889,"ANUNCIAÇÃO, Aldri",TRILOGIA DO CONFINAMENTO,SME,2,,1ª,2020,,PERSPECTIVA,Teatro brasileiro - Afrobrasileiro,T
,22890,"MORITA, Takashi","ÚLTIMA MENSAGEM DE HIROSHIMA, A",SME,2,,1ª,2017,,UNIVERSO DOS LIVROS,Literatura japonesa - Hiroshima,T
,22891,"PELAPAGI, Andréa",TRASNSPARENTE,SME,2,,1ª,2021,,ROTA IMAGINÁRIA,Literatura infantojuvenil brasileira - Sentimentos,T
,22892,"KUPSTAS, Márcia",PROFISSÃO: JOVEM,SME,2,,1ª,2010,,FTD,Literatura infantojuvenil - Contos,T
,22893,ONDJAKI,MATERIAIS PARA CONFECÇÃO DE UM ESPANADOR DE TRISTEZAS,SME,2,,1ª,2021,,PALLAS,Poesia angolana,T
,22894,"CARPINEJAR, Fabrício","TÃO EU, TÃO VOCÊ",SME,2,Pedaços da vida,1ª,2015,4,EDELBRA,Crônica brasileira,T
,22895,"SENA, Keiviany",MIUDEZAS,SME,2,,1ª,2020,,QUASE OITO,Literatura infantojuvenil - Contos,T
,22896,"SCHNAIDERMAN, Boris",CADERNO ITALIANO,SME,2,Paralelos,1ª,2015,,PERSPECTIVA,Literatura brasileira - II Guerra Mundial,T
,22897,"RASKIN, Ellen",NUNCA ACONTECE NADA NA MINHA RUA,SME,2,,1ª,2018,,AMELI,Literatura infantojuvenil norte-americana,T
,22898,"CARRASCOZA, João Anzanello",CALEIDOSCÓPIO DE VIDAS,SME,2,,1ª,2019,,FTD,Literatura infantojuvenil brasileira - Vida / Diversidade,T
,22899,"TOZZI, Caio",FABULOSA MANI,SME,2,,1ª,2021,,GLOBO LIVROS,Literatura infantojuvenil brasileira - Sentimentos,T
,22900,"MESSIAS, Adriano",AMARELINDO,SME,2,,1ª,2020,,SOWILO,Poesia infantil - Diversidade,T
,22901,"JANISCH, Heinz","CHAPÉUS DA VOVÓ INGRID, OS",SME,2,,1ª,2020,,RODA & CIA,Literatura infantojuvenil alemã - Sentimentos,T
,22902,"BERTUCCI, Everson",MESMA NOVA HISTÓRIA,SME,2,,1ª,2021,,PEIRÓPOLIS,Literatura infantojuvenil brasileira - Diversidade,T
,22903,"GALVÃO, Donizete",ESCOICEADOS,SME,2,,1ª,2022,,CASA DE VIRGÍNIA,Poesia brasileira,T
,22904,DIPACHO,APESAR DE TUDO,SME,2,,1ª,2021,,REVIRAVOLTA,Literatura infantojuvenil colombiana,T
2022-08-08,22905,ONDJAKI,"BICICLETA QUE TINHA BIGODES, A",SME,2,,1ª,2012,,PALLAS,Literatura infantojuvenil angolana,T
2022-08-08,22906,"MACEDO, Valéria","ALDEIAS, PALAVRAS E MUNDOS INDÍGENAS",SME,2,,2ª,2019,,CIA DAS LETRINHAS,Contos indígenas,T
2022-08-08,22907,"WAPICHANA, Cristino",SAPATOS TROCADOS,SME,2,,1ª,2014,,PAULINAS,Contos indígenas,T
2022-08-08,22908,"SANTOS, Joel Rufino dos",GOSTO DE ÁFRICA,SME,2,,4ª,2005,,GLOBAL,Literatura infantojuvenil - Contos Africanos,T
2022-08-08,22909,"ZAKZUK, MAÍSA",MEU AVÔ ÁRABE,SME,2,,1ª,2012,,PANDA BOOKS,LITERATURA INFANTOJUVENIL,T
2022-08-08,22910,"HUXLEY, ALDOUS",ADMIRÁVEL MUNDO NOVO,SME,2,,1ª,2020,,BIBLIOTECA AZUL,FICÇÃO CIENTIFICA,T
2022-08-08,22911,"LÓPEZ, ANABELLA","FORÇA DA PALMEIRA, A ",SME,2,,1ª,2014,,PALLAS MÍNI,LITERATURA INFANTOJUVENIL,T
2022-08-08,22912,"MARISTELA, LOUREIRO",BRINCADEIRAS CANTADAS DE CÁ E DE LÁ,SME,2,,1ª,2013,,MELHORAMENTOS,EDUCAÇÃO MUSICAL,T
2022-08-08,22913,"VENTURA, SUSANA","KANTUTA TRICOLOR, A",SME,2,,1ª,2016,,VOLTA E MEIA,LITERATURA JUVENIL BOLIVIANA,T
2022-08-08,22914,"GOMES, NILMA LINO",BETINA,SME,2,,1ª,2009,,MAZZA EDIÇÕES,LITERATURA INFANTOJUVENIL,T
2022-08-08,22915,"RODRIGUES, LUIZ CARLOS KARAI",MASSACRE INDÍGENA GUARANI,SME,2,,1ª,2006,,DCL,Literatura infantojuvenil - Indígena,T
2022-08-08,22916,"RAMOS, ANNA CLAUDIA",LENDAS URBANAS,SME,2,,1ª,2009,,DCL,LITERATURA INFANTOJUVENIL-LENDAS,T
2022-08-08,22917,"PAMPLONA, ROSANE",CONTE AQUI QUE EU CANTO LÁ,SME,1,,1ª,2013,,MELHORAMENTOS,EDUCAÇÃO MUSICAL,T
2022-08-08,22918,"SANTOS, JORGE FERNANDO DOS","CORES NO MUNDO DE LÚCIA, AS",SME,2,,1ª,2010,,PAULUS,LITERATURA INFANTOJUVENIL,T
2022-08-08,22919,"HAKIY, TIAGO",AWYATÓ-PÓT,SME,2,,1ª,2011,,PAULINAS,Contos indígenas Brasileiros,T
2022-08-08,22920,"CHAMBERLIN, MARY","PANQUECAS DE MAMA PANYA, AS",SME,2,,1ª,2005,,SM,LITERATURA INFANTIL,T
2022-08-08,22921,"ISADORA, RACHEL","PRINCESA E A ERVINHA,  A",SME,2,,1ª,2016,,FAROL LITERÁRIO,LITERATURA INFANTOJUVENIL,T
2022-08-08,22922,"JEKUPE, OLÍVIO","MULHER QUE VIROU URUTAU,  A",SME,2,,1ª,2011,,PANDA BOOKS,Contos indígenas Brasileiros,T
2022-08-08,22923,"COELHO, RONALDO SIMÕES",AFRA E OS TRÊS LOBOS-GUARÁS ,SME,2,,1ª,2015,,MAZZA EDIÇÕES,LITERATURA INFANTOJUVENIL,T
2022-08-08,22924,"COELHO, RONALDO SIMÕES",CINDERELA E CHICO REI,SME,2,,1ª,2015,,MAZZA EDIÇÕES,LITERATURA INFANTOJUVENIL,T
2022-08-08,22925,"BARBIERI, STELA",BUMBA-MEU-BOI,SME,2,,1ª,2014,,WMF,FOLCLORE,T
2022-08-08,22926,"MARLEY, CEDELLA",TUDO VAI DAR CERTO,SME,2,,1ª,2013,,MARTINS FONTES,LITERATURA INFANTOJUVENIL,T
2022-08-08,22927,"YAMÃ, YAGUARÊ",PEQUENAS GUERREIRAS,SME,2,,1ª,2013,,FTD,Contos indígenas Brasileiros,T
2022-08-08,22928,DEMI,"POTE VAZIO, O",SME,2,,1ª,2007,,MARTINS FONTES,LITERATURA INFANTIL,T
2022-08-08,22929,"CARPINEJAR, FABRÍCIO",LULU,SME,2,,1ª,2014,,EDELBRA,FICÇÃO INFANTOJUVENIL,T
2022-08-08,22930,"GARLAND, SARAH",UM OUTRO PAÍS PARA AZZI,SME,2,,1ª,2012,,PULO DO GATO,LITERATURA INFANTOJUVENIL,T
2022-08-08,22931,"EVARISTO, CONCEIÇÃO",OLHO D´ÁGUA,SME,2,,1ª,2016,,PALLAS,FICÇÃO BRASILEIRA,T
2022-08-08,22932,"ZULLO, GERMANO","PÁSSAROS, OS",SME,2,,1ª,2013,,EDITORA 34,Livro de imagens - Fantasia,T
2022-08-08,22933,"MIRIM, JEGUAKA",KUNUMI GUARANI,SME,2,,1ª,2014,,PANDA BOOKS,FICÇÃO INFANTOJUVENIL,T
2022-08-08,22934,"OLIVEIRA, KIUSAM DE.",OMO-OBA : HISTÓRIAS DE PRINCESAS,SME,2,,1ª,2009,,MAZZA EDIÇÕES,LITERATURA INFANTOJUVENIL,T
2022-08-08,22935,"MASSARANI, MARIANA",NÃO ERA UMA VEZ,SME,2,,1ª,2010,,MELHORAMENTOS,CONTOS- LITERATURA   INFANTOJUVENIL  ,T
2022-08-08,22936,"CIRÍACO, RODRIGO",VENDO PÓ...ESIA!,SME,2,,1ª,2016,,NÓS,Poesia brasileira - Literatura periférica,T
2022-08-08,22937,"YAMÃ, Yaguarê",MURUGAWA,SME,2,,1ª,2016,,WMF,Contos indígenas Brasileiros,T
2022-08-08,22938,"MOREYRA, CAROLINA","GUARDA-CHUVA DO VOVÔ,  O",SME,2,,1ª,2012,,DCL,LITERATURA INFANTOJUVENIL,T
2022-08-08,22939,"JEKUPÉ, Olívio",TEKOA: CONHECENDO UMA ALDEIA INDÍGENA,SME,2,Muiraquitãs,1ª,2011,,GLOBAL,Literatura infantojuvenil - Indígena,T
2022-08-08,22940,"HAKIY, Tiago",GUAYNÊ DERROTA A COBRA GRANDE: UMA HISTÓRIA INDÍGENA,SME,2,,1ª,2016,,AUTÊNTICA,Contos indígenas Brasileiros,T
2022-08-08,22941,"MUNDURUKU, Daniel","SERPENTES QUE ROUBARAM A NOITE E OUTROS MITOS, AS",SME,2,Memórias Ancestrais: Povo Munduruku,1ª,2001,,PEIRÓPOLIS,Mitologia indígena - Munduruku,T
2022-08-08,22942,"GALDINO, Luiz",MITOLOGIA INDÍGENA,SME,2,,1ª,2016,,NOVA ALEXANDRIA,"Contos, mitos e fábulas indígenas",T
2022-08-08,22943,"PAPPIANI, Angela",POVO VERDADEIRO: OS POVOS INDÍGENAS NO BRASIL,SME,4,,1ª,2009,,IKORÉ,Indígenas ,T
2022-08-08,22944,"CARDOSO, Ytanajé Coelho",CANUMÃ: A TRAVESSIA,SME,2,,1ª,2019,,VALER,Literatura brasileira - romane indígena,T
2022-08-08,22945,"CASTELLAN, Leda Rita Cintra [org]",ESCRITOS INDÍGENAS: UMA ANTOLOGIA,SME,2,,1ª,2020,,CINTRA,Literatura brasileira - Indígena,T
2022-08-08,22946,"PAPPIANI, Angela e LACERDA, Inimá P. [org]",AUNAKI KUWAMUTÜ-KUWAMUTÜ QUE CRIOU O MUNDO E OUTRAS HISTÓRIAS DO POVO MEHINAKU,SME,2,Histórias da tradição,1ª,2017,,IKORÉ,Literatura brasileira - Indígena,T
2022-08-08,22947,"PAPPIANI, Angela e LACERDA, Maíra P. [org]",YNYXIWÉ QUE TROUXE O SOL E OUTRAS HISTÓRIAS DO POVO KARAJÁ,SME,2,Histórias da tradição,1ª,2014,,IKORÉ,Literatura brasileira - Indígena,T
2022-08-08,22948,"WAPICHANA, Cristino","COR DO DINHEIRO DA VOVÓ, A",SME,2,Motyrõ,1ª,2019,,EDEBÊ,Literatura infantojuvenil - Autores indígenas,T
2022-08-08,22949,"CAPARELLI, Sérgio","MENINO LEVADO AO CÉU PELA ANDORINHA: POEMAS E CANTOS INDÍGENAS, O",SME,2,,2ª,2022,,L&PM,Poesia infantojuvenil - Indígena,T
2022-08-08,22950,"MIRANDA, Simão de","MUNDO ENCANTADO DOS KAYAPÓ, O",SME,2,,1ª,2021,,FOCA NO LIVRO,"Contos, mitos e fábulas indígenas",T
2022-08-08,22951,"SOARES, Danielle",MENINOS ÁRVORES,SME,2,,1ª,2020,,VALER,Literatura infantojuvenil - Indígena,T
2022-08-08,22952,"PEREIRA, Vera","BRASIL, OS INDÍGENAS E A FLOR DE PRIMAVERA, O",SME,2,,1ª,2017,,PONTES ,Literatura infantojuvenil - Indígena,T
2022-08-08,22953,"CUNHA, Marcelo Carneiro da",ENDE/VOCÊ: UMA HISTÓRIA SOBRE A GENTE,SME,2,,2ª,2022,,PROJETO,Literatura infantojuvenil - Indígena,T
2022-08-08,22954,"PAIXÃO, Fernando","PÁSSARO ENCANTADO, O",SME,2,,1ª,2015,,CONHECIMENTO,Litertura infantojuvenil - Cordel - Indígena,T
2022-08-08,22955,"MALTESE, Maria Julia",APUKA,SME,2,,1ª,2016,,EDITORIAL 25,Contos indígenas,T
2022-08-08,22956,"YAMÃ, Yaguarê","CURUMIM, UMA CANOA, UM",SME,2,,1ª,2012,,ZIT,Literatura infantojuvenil - Indígena,T
2022-08-08,22957,"MIRIM, Jeguaká e MIRIM, Tupã",CONTOS DOS CURUMINS GUARANIS,SME,2,,1ª,2014,,FTD,Contos indígenas,T
2022-08-08,22958,"HAILER, Marco Antonio",DESCOBRINDO O XINGU,SME,2,,3ª,2019,,CAROCHINHA,Literatura infantojuvenil - Indígena,T
2022-08-08,22959,"HAILER, Marco Antonio",VAMOS BRINCAR? BRINCADEIRAS INDÍGENAS BRASILEIRAS,SME,2,,2ª,2020,,CAROCHINHA,Literatura infantojuvenil - Indígena,T
2022-08-08,22960,"ALEXANDRE, Vanessa","MARAÍ, A VITÓRIA-RÉGIA",SME,2,Raízes Indígenas,1ª,2021,,PAE,Contos indígenas,T
2022-08-08,22961,"YAMÃ, Yaguarê","GUAYARÊ, O MENINO DA ALDEIA DO RIO",SME,2,,1ª,2019,,BIRUTA,Literatura infantojuvenil - Indígena,T
2022-08-08,22962,"SANTOS, Maria Stella de Azevedo (Mãe Stella de Oxóssi)","IALORIXÁ E O PAJÉ, A",SME,2,,1ª,2018,,SOLISLUNA,Literatura infantojuvenil - Indígena / Afrobrasileiro,T
,22963,"DRUON, Maurice","MENINO DO DEDO VERDE, O",SME,2,,126ª,2022,,JOSÉ OLYMPIO,Literatura infantojuvenil francesa,T
2022-08-08,22964,"KINNEY, Jeff",DIÁRIO DE UM BANANA: DIAS  DE CÃO,SME,1,DIÁRIO DE UM BANANA,1ª,2022,4,VR EDITORA,Literatura infantojuvenil - Best Sellers,T
2022-08-08,22965,"KINNEY, Jeff",DIÁRIO DE UM BANANA: VAI OU RACHA,SME,1,DIÁRIO DE UM BANANA,1ª,2022,11,VR EDITORA,Literatura infantojuvenil - Best Sellers,T
2022-08-08,22966,"KINNEY, Jeff",DIÁRIO DE UM BANANA: APERTEM OS CINTOS,SME,2,DIÁRIO DE UM BANANA,1ª,2022,12,VR EDITORA,Literatura infantojuvenil - Best Sellers,T
,22967,"MAKARENKO, Anton",POEMA PEDAGÓGICO,SME,2,Coleção Leste,3ª,2012,,EDITORA 34,Literatura russa,T
,22968,"RIMOGRAFIA, Slim","NAVIO NEGREIRO, O",SME,2,,1ª,2011,,PANDA BOOKS,Literatura periférica - Poesia - Rap - Afrobrasileiro,T
,22969,"FLOWERS, Arthur",VEJO A TERRA PROMETIDA,SME,2,,1ª,2011,,WMF MARTINS FONTES,HQ - Afrobrasileiro,T
,22970,"SANTANA, Patrícia",MINHA MÃE É NEGRA SIM,SME,2,,1ª,2008,,MAZZA EDIÇÕES,Literatura infantojuvenil - Afrobrasileira,T
,22971,"D´SALETE, Marcelo",CUMBE,SME,2,,2ª,2018,,VENETA,HQ - Afrobrasileiro,T
,22972,"OLIVEIRA, Kiusan de","MUNDO NO BLACK POWER DE TAYÓ, O",SME,2,,1ª,2013,,PEIRÓPOLIS,Literatura infantojuvenil - Afrobrasileira,T
